short,name,material,region,mat_flag,wavelength_um,tau_fs,F0_jcm2,reference_I0_wcm2,I0_wcm2,n0,n2_m2_per_w,Eg_eV,mred_over_me,transmission_factor,dataset,density_index,intensity_index,I_wcm2,ne_cm3,log10_I_grid_wcm2,log10_ne_grid_cm3,Wpi_grid_cm3_fs,Wav_grid_cm3_fs,Wtotal_grid_cm3_fs,log10_Wtotal_grid_cm3_fs
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,35,37275937203149.38,10000000000.0,13.571428571428571,10.0,5.633997721388299e+16,0.1682729587865165,5.633997721388299e+16,16.75081666700391
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,36,47148663634573.9,10000000000.0,13.673469387755102,10.0,2.190083838640783e+16,0.21284092977680158,2.190083838640783e+16,16.340460740393606
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,37,59636233165946.37,10000000000.0,13.775510204081632,10.0,9.86027482908047e+16,0.26921296038851916,9.86027482908047e+16,16.993889019919884
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,38,75431200633546.08,10000000000.0,13.877551020408163,10.0,4.3637163799740666e+17,0.34051541739247654,4.3637163799740666e+17,17.639856515835874
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,39,95409547634999.64,10000000000.0,13.979591836734695,10.0,1.8913684322447342e+18,0.4307027021085343,1.8913684322447342e+18,18.276776136198457
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,40,120679264063932.64,10000000000.0,14.081632653061224,10.0,7.562136536153315e+18,0.5447765596756498,7.562136536153315e+18,18.878644514386295
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,41,152641796717523.66,10000000000.0,14.183673469387756,10.0,5.757002832723241e+18,0.6890634735262288,5.757002832723241e+18,18.76019644314903
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,42,193069772888324.56,10000000000.0,14.285714285714285,10.0,2.5409633559430152e+19,0.8715655292340777,2.5409633559430152e+19,19.404998401993897
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,43,244205309454865.47,10000000000.0,14.387755102040817,10.0,1.0066215195394885e+20,1.1024042064829744,1.0066215195394885e+20,20.00286621050117
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,44,308884359647748.5,10000000000.0,14.489795918367347,10.0,1.196030345096696e+20,1.3943817116532131,1.196030345096696e+20,20.07774219849927
